budget,genres,original_language,revenue,runtime,vote_average,vote_count,director
3500000,Drama Action Comedy Crime,en,44462,101.0,6.5,195,Peter Stebbings
3700000,Music Romance,en,2956000,102.0,6.6,17,Vincente Minnelli
3800000,Drama Comedy Romance,en,0,95.0,6.0,21,Dagur K\u00e1ri
4000000,Comedy Drama,en,13401952,109.0,6.6,66,Nicholas Hytner
3600000,Drama,en,44785053,113.0,7.4,299,John Schlesinger
3500000,Comedy,en,257850122,91.0,6.8,363,Peter Cattaneo
3500000,Comedy,en,83453539,88.0,7.1,1074,Jerry Zucker
5000000,Thriller Adventure Action,en,0,88.0,5.3,11,Kevin Carraway
3500000,Comedy,en,28215918,91.0,7.0,503,F. Gary Gray
3500000,Drama Action Crime,en,27900000,97.0,7.2,173,Albert Hughes
3500000,Horror,en,14000000,92.0,5.9,129,Michael Gornick
3716946,Action Comedy Western,en,5000000,121.0,6.9,47,Sam Peckinpah
3500000,Crime Drama,en,13007551,134.0,7.4,82,Richard Brooks
3500000,Drama,en,12800000,149.0,7.4,46,Fred Zinnemann
3500000,Action Drama Thriller Crime Mystery,en,12000000,121.0,6.2,35,Jack Smight
3500000,Crime Drama Mystery Thriller,en,12600000,116.0,7.1,158,Alfred Hitchcock
3500000,Mystery Horror,en,40423945,92.0,6.3,1434,Robert Eggers
0,Action Comedy,en,0,93.0,5.4,8,Michael Martin
3500000,Comedy Romance,en,9482579,96.0,5.7,70,Edward Burns
10000000,Drama,en,6451628,105.0,6.8,81,Bill Condon
2000000,Crime Drama Mystery Romance,es,33965843,129.0,7.8,626,Juan Jos\u00e9 Campanella
0,Horror Thriller,en,0,94.0,4.8,36,Gideon Raff
3600000,Horror Comedy Fantasy,en,5923044,84.0,7.6,742,Sam Raimi
0,Action Comedy,en,0,81.0,5.4,43,Louis C.K.
1000000,TV Movie Horror,en,0,86.0,3.8,476,Anthony C. Ferrante
0,Drama Foreign,es,0,105.0,5.4,4,Salvador Carrasco
3500000,Fantasy Horror,nb,4159678,103.0,6.7,583,Andr\u00e9 \u00d8vredal
0,Comedy Romance,en,0,104.0,5.8,9,Robert Cary
3500000,Comedy Drama,en,113783,98.0,6.7,28,Adam Rapp
3500000,Action,en,0,91.0,5.6,90,Angela Robinson
0,Crime Action,en,0,111.0,2.9,7,Warren P. Sonoda
3500000,Crime Drama Mystery Thriller,en,0,98.0,5.2,10,Amanda Gusack
0,Action Crime Comedy Thriller,en,0,104.0,2.0,1,Avi Nesher
0,Drama,en,0,200.0,0.0,0,Nick Murphy 
3500000,Horror Thriller Mystery,en,0,96.0,4.6,10,Charles Adelman
3500000,Action Animation,en,0,78.0,7.9,419,Jay Oliva
3500000,Documentary,en,0,100.0,0.0,0,Charles Ferguson
3500000,Action Adventure Drama Fantasy,en,0,85.0,3.3,19,Uwe Boll
3500000,Action Drama Thriller,en,0,92.0,5.3,37,Mark Young
0,Drama,en,0,86.0,5.0,11,"Daniel Petrie, Jr."
3440000,Crime Mystery Thriller,en,0,90.0,3.6,6,Antonio Simoncini
3400000,Comedy Music,en,31063038,94.0,6.5,84,Mel Brooks
8000000,Documentary Family,fr,127392239,80.0,6.9,358,Luc Jacquet
3500000,Thriller Drama,en,19504039,107.0,6.7,524,J.C. Chandor
0,Drama,en,0,100.0,6.2,15,Eldar Rapaport
3000000,Comedy Drama,en,3830137,92.0,6.0,127,Clark Gregg
3300000,Drama,en,13092000,105.0,8.3,4254,Damien Chazelle
3300000,Drama Crime,pt,30641770,130.0,8.1,1814,Fernando Meirelles
600000,Comedy Drama,en,4000000,99.0,6.8,97,Justin Kerrigan
3400000,Drama Music,en,0,118.0,6.8,47,Nathan Frankowski
0,Mystery Drama Crime Thriller,en,0,85.0,6.4,66,Karen Moncrieff
3800000,Drama,da,16800000,115.0,7.9,927,Thomas Vinterberg
0,Comedy Family,en,19294144,94.0,7.4,344,Bob Clark
0,Drama Romance,en,0,91.0,6.7,37,Alejandro Monteverde
4300000,Action Drama Horror Crime Thriller,en,0,98.0,6.2,66,Mark L. Lester
3300000,Comedy,en,45000,96.0,4.1,9,Jonathan Silverman
2000000,Romance Drama,en,7,92.0,8.0,1,Eric Styles
0,Drama,fr,28814580,128.0,6.8,174,Laurent Cantet
3200000,Horror Drama Mystery,en,33395426,136.0,7.5,863,Roman Polanski
3200000,Western,en,8000000,123.0,7.4,265,John Ford
0,Drama Romance,en,2277396,99.0,6.9,150,Max Mayer
0,Drama Thriller Crime,es,0,101.0,6.9,101,Joshua Marston
3200000,Drama Romance Comedy,en,5332926,105.0,6.8,347,Mike Mills
0,Action Comedy Horror,en,658573,95.0,6.1,160,John Gulager
2700000,Comedy,en,141000000,109.0,7.0,418,John Landis
2500000,Adventure Action Thriller,en,124881062,110.0,7.2,987,Guy Hamilton
2400000,Science Fiction Horror,en,0,110.0,5.7,112,Brandon Cronenberg
3180000,Drama Family Fantasy,en,9644124,130.0,8.0,1076,Frank Capra
4000000,Drama Crime,en,16491080,93.0,7.8,2655,Danny Boyle
0,Comedy,en,0,115.0,6.3,15,Spike Lee
3000000,Horror Thriller,en,177512032,91.0,5.7,722,Tod Williams
0,Comedy Romance,en,0,91.0,7.4,54,Kirk Jones
4000000,Documentary,en,35564473,120.0,7.3,453,Michael Moore
0,Drama,zh,0,111.0,6.9,49,Zhang Yimou
3000000,Horror,en,29999213,87.0,5.7,361,Jack Sholder
3000000,Drama Romance,en,20966644,117.0,6.9,156,James Ivory
3000000,Science Fiction Horror Thriller,en,89328627,86.0,6.0,2428,James DeMonaco
3000000,Horror Thriller Mystery,en,77712439,110.0,6.7,1573,Scott Derrickson
3000000,Comedy,en,19184015,113.0,5.0,1,Martin Lawrence
3000000,Drama Romance,en,17570324,108.0,7.6,165,Richard Brooks
3000000,Adventure Science Fiction Mystery,en,18999718,95.0,6.2,361,Ted Post
3000000,Comedy Family Drama,en,23144499,98.0,5.3,106,Charles Martin Smith
16000000,Adventure Fantasy Animation Action Family,ja,68411275,93.0,5.9,137,Michael Haigney
3000000,Horror Mystery Thriller,en,19472057,86.0,5.7,216,Tom McLoughlin
3000000,Drama History War,en,33300000,161.0,7.7,542,David Lean
3000000,Comedy Family Science Fiction,en,15369573,100.0,4.7,25,Patrick Read Johnson
2000000,Comedy Crime Thriller,en,7900000,121.0,6.7,86,Alfred Hitchcock
3000000,Comedy Drama Romance,en,25000000,125.0,8.1,483,Billy Wilder
3000000,Fantasy Horror Thriller,en,15938065,87.0,4.2,193,Adam Marcus
3000000,Mystery Thriller,en,13000000,128.0,6.4,120,Alfred Hitchcock
3000000,Comedy Documentary Music,en,11718595,100.0,6.4,28,Michel Gondry
0,Romance Thriller Western,en,229094,84.0,6.6,367,John Maclean
3000000,Drama Music Romance,en,0,97.0,7.0,11,Michael Schultz
0,Action Comedy Crime,en,0,84.0,5.3,36,Benny Boom
3000000,Drama,en,10400000,146.0,7.3,41,Richard Brooks
3000000,Drama History,en,10000000,186.0,7.6,155,Stanley Kramer
0,Comedy Romance,en,9016377,94.0,4.5,4,David Raynr
3000000,Western,en,9012000,133.0,7.3,82,Howard Hawks
0,Comedy Romance,en,0,99.0,3.7,10,Nnegest Likk\u00e9
3000000,Romance Drama,en,11176469,108.0,7.4,568,Richard Linklater
0,Comedy Fantasy Family,en,0,95.0,3.8,46,Christopher Leitch
3000000,Action Horror Science Fiction Thriller,en,7282851,97.0,6.3,94,Don Coscarelli
3000000,Drama,en,6804016,94.0,5.0,3,Michael Schultz
0,Comedy Drama,en,0,86.0,5.8,19,Patricia Cardoso
0,Drama Foreign Romance,en,10422387,115.0,6.8,34,Deepa Mehta
3800000,Comedy,en,28200000,97.0,6.5,59,Damien O'Donnell
3000000,Comedy Romance,en,0,82.0,3.1,11,Peter M. Cohen
3000000,Drama History Romance,en,4109095,117.0,5.7,35,Mira Nair
3000000,Comedy Drama,en,0,90.0,6.0,57,Nicole Holofcener
3000000,Family Fantasy,en,4000000,100.0,7.4,798,Mel Stuart
0,Fantasy Horror Science Fiction,en,0,98.0,5.2,38,Anthony Hickox
0,Comedy Crime,en,0,95.0,5.4,39,Tom Schulman
0,Drama Romance,en,0,94.0,7.6,234,Terrence Malick
0,Drama,en,0,104.0,6.4,25,Jill Sprecher
3000000,Comedy,en,3076820,87.0,5.9,90,Darren Stein
2962051,Drama History,en,3011195,108.0,6.6,94,Julian Schnabel
0,Comedy Drama,en,4069826,86.0,7.2,345,Noah Baumbach
3000000,Crime Drama,af,9879971,94.0,6.9,94,Gavin Hood
3000000,Comedy Drama,en,2807390,139.0,7.4,194,Todd Solondz
0,Comedy Documentary,en,0,89.0,6.1,4,George Gallo
2800000,Comedy Horror,en,1826705,102.0,5.1,366,Kevin Smith
3000000,Drama Thriller Mystery Action,ko,14980005,120.0,8.0,1945,Park Chan-wook
0,Action Drama Family Thriller,en,0,110.0,6.5,37,David Nixon
3000000,Action Comedy Thriller,en,748453,86.0,5.7,211,Jason Eisener
3000000,Action Comedy,es,0,101.0,5.2,17,Enrique Begn\u00e9
3000000,Comedy Drama Thriller,en,0,110.0,6.5,95,Matthew Bright
0,TV Movie Action Drama Family,en,0,87.0,5.8,12,Michael Landon Jr.
3000000,Drama,en,2357852,123.0,6.9,250,Andrea Arnold
0,Comedy Romance,en,0,99.0,5.6,67,Whit Stillman
0,Horror Science Fiction Thriller,en,0,176.0,4.0,21,Stuart Gillard
3000000,Comedy Romance,en,11947954,87.0,5.3,444,Leslye Headland
0,Drama Music Family,en,0,120.0,3.7,3,Bobby Roth
0,Comedy,en,0,94.0,5.2,34,Tim Heidecker
2700000,Comedy Drama,de,0,98.0,6.7,59,Marco Kreuzpaintner
0,War Drama History,en,0,0.0,6.3,2,Michael Worth
0,Horror Thriller,en,0,96.0,3.9,37,Deon Taylor
3000000,Drama Comedy,en,0,97.0,5.8,5,Jason Alexander
3000000,Science Fiction,en,22000,112.0,5.7,197,Xavier Gens
0,Drama Horror Romance,en,0,88.0,6.1,15,Conor McPherson
3000000,Thriller Horror,en,3387000,83.0,4.9,148,Will Canon
0,Comedy,en,0,80.0,3.0,5,Philip Zlotorynski
0,Comedy Family,en,0,90.0,0.0,0,Lance Kawas
0,Drama,en,0,96.0,5.4,32,Francesca Gregorini
3000000,Action Drama Thriller,en,0,85.0,5.2,18,M\u00e1rcio Garcia
0,Comedy,en,0,84.0,5.3,171,David Wain
0,Comedy,en,0,80.0,2.9,28,Craig Moss
3000000,Drama Action,en,0,90.0,5.8,136,Michael Jai White
2500000,Action Crime Drama Thriller,en,3200000,92.0,7.1,95,John Boorman
3,Drama Comedy,en,0,100.0,0.0,0,Paolo Monico
0,Thriller,en,0,88.0,4.8,14,Youssef Delara
3000000,Mystery Thriller,en,0,95.0,4.6,16,Darin Scott
3000000,Thriller,en,0,79.0,2.8,10,Christian Sesma
3200000,Action Crime Thriller,en,0,95.0,6.1,5,Brian Caunter
0,Comedy Drama Romance,en,0,95.0,6.3,22,Chris D'Arienzo
2900000,Drama,pt,5596708,113.0,7.6,126,Walter Salles
2900000,Comedy Drama,en,5000000,136.0,7.3,25,Frank Capra
0,Crime Action,en,0,80.0,4.9,54,Isaac Florentine
3000000,Thriller Mystery Drama Horror,en,0,90.0,4.1,52,Michael Polish
3000000,Documentary,en,103735,93.0,6.6,36,Heidi Ewing
0,Horror Thriller Mystery,fr,0,91.0,6.6,271,Alexandre Aja
2902660,Romance Comedy Drama,en,0,93.0,6.1,34,Leon Ford
0,Thriller Action Horror,en,0,89.0,4.3,12,Hank Braxtan
8000000,Drama,en,23563727,116.0,6.9,99,Craig Brewer
2883848,Comedy Romance,en,25000000,122.0,8.0,808,Billy Wilder
2800000,Horror Thriller,en,19170001,88.0,5.3,192,John Carl Buechler
2777000,Adventure Family Fantasy,en,33754967,102.0,7.4,1642,Victor Fleming
2800000,Comedy Science Fiction,en,86273333,106.0,7.7,854,Mel Brooks
2000000,Horror Action Science Fiction,en,5364858,95.0,5.4,190,George A. Romero
0,Comedy Drama Romance,en,0,144.0,7.6,44,Rajkumar Hirani
0,Drama,en,0,112.0,6.5,19,Victor Nunez
2700000,Adventure Family,en,37799643,118.0,7.0,59,Carroll Ballard
0,Action Adventure Animation Comedy Science Fiction,en,0,90.0,4.9,10,Kresten Vestbjerg Andersen
2686000,Adventure Comedy Romance,en,6600000,109.0,6.0,30,John Ford
0,Comedy Drama,nl,0,103.0,7.0,3,Alex van Warmerdam
2627000,Drama Romance War,en,5363000,120.0,6.0,8,Victor Fleming
2600000,Western Comedy,en,119500000,93.0,7.2,609,Mel Brooks
2600000,Horror Thriller,en,32980880,91.0,5.9,237,Joseph Zito
2159280,Drama,pl,10700000,80.0,7.1,260,Pawe\u0142 Pawlikowski
0,Drama Romance,en,0,134.0,7.1,61,James Ivory
0,Comedy,en,0,86.0,5.3,22,Frank Sebastiano
2600000,Documentary,en,3166000,105.0,7.6,23,Stacy Peralta
2600000,Science Fiction Thriller,es,553198,92.0,7.0,308,Nacho Vigalondo
0,Action Adventure Comedy Drama Foreign,zh,0,99.0,7.4,13,Ning Hao
2600000,Horror Thriller,en,0,97.0,5.2,38,Tony Giglio
2540800,Comedy Music Romance,en,7200000,103.0,7.8,727,Stanley Donen
0,Documentary,en,0,97.0,7.1,47,Joe Cross
2500000,Comedy Horror,en,60141683,86.0,5.4,516,Michael Tiddes
2500000,Documentary,en,33400000,87.0,4.6,19,John Sullivan
0,Comedy Drama,en,34585416,108.0,6.8,225,Tom Hanks
2500000,Horror Mystery Science Fiction,en,14400000,98.0,5.0,229,Tommy Lee Wallace
2500000,Action Science Fiction,en,12348905,98.0,6.3,264,Don Taylor
2500000,Action Drama Western,en,10000000,112.0,7.5,66,Martin Ritt
0,Comedy Documentary,en,32230907,74.0,7.1,95,Leslie Small
2500000,Drama Romance,en,0,104.0,7.1,212,Gus Van Sant
2500000,Comedy Drama Romance,en,26781723,102.0,7.1,618,Zach Braff
2500000,Drama Romance,en,5535405,105.0,7.7,959,Richard Linklater
0,Horror Mystery Thriller,fr,0,100.0,6.9,8,\u00c9ric Tessier
0,Comedy Drama Romance,en,0,107.0,6.7,22,Alison Maclean
0,Comedy Romance,en,0,91.0,6.8,32,Alice Wu
0,Drama,en,0,102.0,5.2,15,Sarah Gavron
2500000,Science Fiction Comedy Drama Crime,en,3325038,85.0,6.8,450,Jake Schreier
0,Drama Romance,en,9726954,106.0,7.2,77,Isabel Coixet
2500000,Comedy Drama Romance,en,6854611,95.0,6.8,1048,James Ponsoldt
0,Comedy Documentary,en,0,101.0,7.2,197,Larry Charles
0,Documentary Drama,en,0,90.0,7.0,3,Joshua Tickell
0,Drama,en,0,100.0,7.0,1,Tim Boxell
2500000,Drama,en,71904,100.0,7.1,7,Michael D. Sellers
0,Documentary,en,0,80.0,5.5,6,Reed Cowan
14000000,Comedy Romance,en,0,106.0,6.1,50,James Dodson
0,Horror Thriller,de,0,103.0,6.1,61,Stefan Ruzowitzky
2500000,Drama Science Fiction Thriller,en,107559,90.0,6.0,40,Alex Rivera
2500000,Comedy Action Drama,en,324138,96.0,6.6,441,James Gunn
0,Comedy Family,en,0,89.0,5.0,15,John Murlowski
2500000,Comedy Horror,de,0,87.0,4.9,63,Benni Diez
35000000,Horror,en,0,94.0,4.8,40,Danny Perez
2400000,Drama,en,5731103,120.0,7.0,11,Spike Lee
0,Drama Horror Thriller,en,0,101.0,4.8,21,Robby Henson
30000000,Adventure Comedy Science Fiction,en,495303,84.0,6.3,664,Mike Judge
2500000,Crime,en,0,110.0,4.5,19,Zackary Adler
2380000,Drama Crime,en,8176544,101.0,7.4,363,Shane Meadows
2500000,Action Adventure Science Fiction,en,0,101.0,3.1,47,Dominic Burns
2361000,Comedy Music,en,6892000,101.0,7.0,4,George Sidney
2450000,Drama Family,en,0,105.0,4.6,5,Carmen Marron
0,Comedy Drama Family,en,565592,97.0,10.0,1,Tim McCanlies
2300000,Music Romance,en,11000000,107.0,6.9,18,George Sidney
0,Drama,en,0,91.0,4.7,6,Mario Van Peebles
0,Thriller,en,0,108.0,5.6,88,Jason Stone
2000000,Fantasy Adventure Animation Comedy Family,en,0,90.0,6.7,93,Jerry Rees
2280000,Animation Family Music,en,83320000,124.0,7.2,808,David Hand
0,Thriller Drama,en,0,90.0,0.0,0,Jaco Booyens
4000000,Horror Thriller,en,36690067,95.0,5.7,254,Steve Miner
2200000,Horror Thriller,en,21930418,92.0,5.1,196,Danny Steinmann
0,Drama,en,0,117.0,6.2,11,Michael Landon Jr.
0,Fantasy Drama,en,0,115.0,6.6,48,Jon Gunn
0,Thriller Romance,en,0,90.0,5.7,5,Hayley Cloake
2160000,Drama,en,9132000,119.0,5.8,4,Tay Garnett
2300000,Thriller Drama,en,0,97.0,5.6,19,Shyam Madiraju
0,Comedy Romance Foreign,en,0,90.0,3.5,5,Harmage Singh Kalirai
0,Romance Comedy Music,en,0,90.0,5.4,12,Rita Merson
0,Action Comedy Horror,en,0,85.0,5.7,59,Jon Knautz
2100000,Drama History Romance,en,23650000,172.0,7.6,143,William Wyler
0,Crime Drama,en,480811,113.0,6.7,125,Larry Clark
0,Comedy Drama,en,0,89.0,7.0,51,Petter N\u00e6ss
2100000,Drama Crime,en,3330,126.0,0.0,0,Robert Fontaine
1500000,Horror Mystery,es,30448000,78.0,7.1,934,Jaume Balaguer\u00f3
0,Drama Mystery Thriller,en,0,88.0,4.5,4,Patricia Cardoso
0,Thriller Horror Science Fiction,en,0,77.0,5.1,36,Neil Mcenery-West
0,Adventure Drama Western,de,0,81.0,4.1,15,Anthony O'Brien
2000000,Action Thriller Adventure,en,78898765,115.0,6.9,760,Terence Young
0,Comedy Horror Action,en,0,96.0,5.3,39,Lloyd Kaufman
2000000,Comedy Romance Science Fiction,en,18344729,89.0,7.0,200,Woody Allen
2000000,Horror Thriller,en,14674076,100.0,6.6,1832,David Robert Mitchell
2000000,Comedy,en,18016290,88.0,6.6,215,Woody Allen
2000000,Crime Drama,en,13129846,129.0,8.0,657,Robert Mulligan
2000000,Adventure Action Thriller Science Fiction,en,24600832,95.0,7.3,957,George Miller
0,Action Comedy,cn,0,102.0,7.2,242,Liu Chia-Liang
2000000,Crime Drama,en,11540607,118.0,7.2,353,Kimberly Peirce
2000000,Horror Mystery,en,13101672,85.0,5.2,125,Chris Kentis
2000000,Drama Thriller,de,70000000,137.0,7.9,958,Florian Henckel von Donnersmarck
1000000,Drama,en,34522221,129.0,6.8,77,Alex Kendrick
2000000,Drama,en,7600000,134.0,7.6,240,Robert Rossen
2000000,Adventure Drama Romance,en,9172000,119.0,6.5,8,Jack Conway
8000000,Adventure Animation Comedy Drama,fr,1477676,80.0,7.3,231,Sylvain Chomet
0,Drama Comedy,en,0,89.0,6.6,24,Chris Eyre
0,Comedy Drama,en,6003587,101.0,7.1,120,Shari Springer Berman
2700000,Drama Romance,en,15992615,80.0,7.6,718,Richard Linklater
2000000,Drama Thriller,es,20908467,154.0,7.6,521,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
2000000,Crime Drama,en,4601043,100.0,6.7,339,Catherine Hardwicke
2000000,Drama Romance,en,7800000,118.0,6.8,47,Elia Kazan
2000000,Drama,en,13831503,100.0,6.8,565,Debra Granik
0,Documentary Action Adventure,en,13885802,106.0,7.6,138,Kevin Macdonald
2000000,Drama Music Romance,en,4000000,106.0,4.8,6,Henry King
0,Comedy Drama,en,0,90.0,7.0,107,Miranda July
2000000,Documentary,en,7871522,109.0,7.7,286,Charles Ferguson
6000000,Drama Music Romance,en,11122090,96.0,6.3,658,Max Joseph
0,Crime Drama,en,0,116.0,7.2,298,Jim Jarmusch
2000000,Crime Drama Thriller Action,en,5967038,120.0,6.3,197,David Ayer
2000000,Crime Drama Thriller,en,2801508,97.0,5.6,92,Jerry Jameson
2000000,Comedy Drama Romance,en,2506446,96.0,4.8,26,Steven Soderbergh
0,Horror,en,0,98.0,5.9,58,Kevin Tenney
2000000,Romance Drama Comedy,en,5179037,101.0,6.3,140,John Cameron Mitchell
2000000,Drama Animation War,he,11125849,90.0,7.8,291,Ari Folman
2000000,Documentary,en,1431623,102.0,7.2,23,Charles Ferguson
2000000,Drama Romance,en,1477002,98.0,6.8,279,Marielle Heller
2000000,Documentary,en,0,109.0,7.6,31,David Sington
0,Drama Western,en,876302,104.0,6.5,77,Kelly Reichardt
2000000,History Documentary,en,653621,92.0,6.8,31,Fenton Bailey
0,Drama Action Thriller,en,0,99.0,7.1,19,Bob Giraldi
0,Comedy Drama,en,0,96.0,5.6,13,Jill Sprecher
2000000,Comedy,en,563706,120.0,4.6,19,Huck Botko
2000000,Action Thriller,fr,390659,104.0,6.3,86,Luc Besson
0,Comedy Drama,en,0,97.0,6.1,23,David Duchovny
0,Comedy Horror,en,0,94.0,5.2,210,Mitchell Lichtenstein
2000000,Action Adventure Science Fiction,en,124494,91.0,5.8,36,Lance Mungia
2000000,Drama Comedy Music,en,120620,90.0,7.1,52,Michael Dowse
3800000,Comedy,en,111731,84.0,5.9,18,Hue Rhodes
0,Comedy Drama Romance,en,0,96.0,6.3,10,Shane Meadows
13500000,Drama,en,187674,129.0,5.2,32,Roland Emmerich
0,Drama Action Thriller,en,0,100.0,5.0,1,Danny Provenzano
0,Adventure Family,en,0,97.0,5.6,13,Bill Muir
0,Comedy Drama Music Romance,en,0,94.0,5.5,143,Richard LaGravenese
0,Comedy Drama Mystery Thriller,en,0,95.0,6.4,9,Noah Buschel
2000000,Comedy Science Fiction Romance Horror,en,54207,97.0,5.9,88,Brian Yuzna
0,Drama Action Romance,en,0,92.0,6.1,96,Hunter Richards
2000000,Drama,en,622806,96.0,6.3,41,Laurie Collyer
0,Horror Science Fiction,en,0,87.0,6.0,333,Aaron Hann
0,Horror Thriller,en,3983997,91.0,6.7,406,James Watkins
0,Thriller,en,0,98.0,5.4,40,Catherine Hardwicke
0,Horror Comedy,en,0,86.0,5.3,124,Phil Claydon
0,Drama Action Crime Foreign,en,0,120.0,6.8,16,Ralph Ziman
0,Thriller Drama Crime,en,0,99.0,6.9,18,John Simpson
1000000,Thriller Horror,en,0,92.0,6.1,381,Colin Minihan
100000,Horror,en,95000,86.0,5.5,92,Conor McMahon
2000000,Crime Drama Horror Thriller,en,0,98.0,5.2,84,Chris Shadley
2000000,Comedy,en,11833696,82.0,6.7,165,Woody Allen
0,Thriller,en,0,103.0,3.5,2,Simon Yin
0,Action Adventure Drama,en,0,76.0,5.8,2,Jeff Crook
2300000,Crime Drama Mystery,en,0,87.0,7.2,102,Orson Welles
2000000,Horror Thriller,en,0,88.0,4.4,27,Dave Payne
14000000,Action Adventure Drama,en,0,97.0,5.6,37,James Cox
2000000,Comedy Crime,en,0,96.0,5.7,50,Jonas \u00c5kerlund
0,Comedy,en,0,87.0,6.7,45,Brad Copeland
0,Comedy Fantasy Music,en,0,106.0,6.6,8,Paul Bunnell
0,Comedy Drama,en,0,107.0,5.3,36,Phil Morrison
0,Mystery Horror History,de,0,85.0,6.3,12,Harald Reinl
7000000,Comedy Drama,en,0,88.0,5.2,46,James Cox
0,Comedy Music,en,0,99.0,6.1,24,Richard Lester
0,Documentary,en,0,102.0,5.9,10,Michael Moore
0,Action Adventure History Western,en,0,108.0,3.9,8,Tanner Beard
0,Science Fiction Comedy,en,0,90.0,4.2,35,Scott Dow
2000000,Thriller Mystery Horror Drama,en,0,89.0,4.4,24,Derick Martini
2000000,Thriller,en,0,92.0,4.4,19,Jerry Dugan
19000000,Crime Drama,en,0,99.0,6.7,59,Tim Hunter
0,Fantasy Drama Science Fiction,en,0,103.0,6.7,24,Michael Polish
1950000,Thriller Action,en,0,90.0,5.8,49,William Kaufman
1987650,Drama Thriller Mystery,en,19152480,94.0,6.6,827,Rodrigo Cort\u00e9s
0,Drama Comedy Romance,en,864659,97.0,7.4,443,Richard Ayoade
0,Documentary Drama History,ar,0,88.0,7.8,55,Jehane Noujaim
0,Drama,fr,0,95.0,5.8,12,Jean-Marc Barr
0,Drama Music,hi,222000,160.0,5.6,10,Remo D'Souza
0,Thriller Documentary Crime History,en,2957978,94.0,7.5,275,James Marsh
0,Drama Thriller,en,0,82.0,5.8,27,John Laing
1900000,Drama,en,0,89.0,6.9,21,Jamal Hill
1800000,Horror Drama Thriller,en,67738090,87.0,5.6,328,Daniel Stamm
0,Drama,en,0,98.0,7.2,244,Sam Taylor-Johnson
1800000,Drama,en,8000000,125.0,7.6,281,Elia Kazan
1800000,Drama Comedy War,en,9440272,95.0,8.0,1442,Stanley Kubrick
1800000,Drama Romance,es,0,118.0,6.2,36,Carlos Carrera
1800000,Drama Fantasy,en,21107746,93.0,6.8,403,Benh Zeitlin
1700000,Action Science Fiction,en,8844595,93.0,5.5,215,J. Lee Thompson
0,Drama Music,en,0,109.0,5.6,9,Maggie Greenwald
2000000,Drama Thriller,en,841733,109.0,5.3,14,Vera Farmiga
0,Comedy Romance,ta,0,155.0,6.7,5,Vijay Chandar
0,Comedy Documentary,en,621951,87.0,6.4,88,Morgan Spurlock
0,Comedy,en,0,93.0,5.5,12,Jonathan Wacks
0,Adventure Drama Foreign,en,0,108.0,6.8,9,Khyentse Norbu
1800000,Western,en,6800000,114.0,6.7,192,Ted Post
0,Crime Drama,en,0,87.0,6.9,17,Richard Brooks
0,Horror Thriller,en,0,113.0,5.3,33,Tony Krantz
0,Thriller Comedy Horror,en,0,87.0,0.0,0,Mitchell Altieri
1800000,Action Science Fiction,en,0,86.0,4.2,22,W.D. Hogan
1800000,Comedy Romance,en,0,101.0,5.0,4,Corey Grant
1530000,Action Drama Thriller,de,7267585,81.0,7.2,664,Tom Tykwer
500000,Drama Horror Thriller Romance,en,150277,93.0,6.3,152,Lucky McKee
1493619,Adventure Family,en,0,90.0,4.9,19,Richard Boddington
0,Drama,es,23311391,106.0,7.0,28,Patricia Riggen
1700000,Action Science Fiction,en,9700000,88.0,6.1,236,J. Lee Thompson
1700000,Drama Thriller,en,0,130.0,6.4,89,Todd Field
2000000,Thriller Crime Horror,en,572809,108.0,6.3,519,Steven R. Monroe
1700000,Comedy Crime,en,1943649,98.0,5.5,39,Mark Illsley
0,Drama Thriller Romance,en,0,86.0,6.0,59,Pawe\u0142 Pawlikowski
1000000,Drama Romance,hi,4235151,104.0,7.3,221,Ritesh Batra
0,Drama Romance,en,0,100.0,5.9,7,Sally Potter
1644736,Comedy Romance,en,7433101,126.0,7.2,79,Frank Capra
1650000,War Drama Romance,en,30500000,118.0,7.2,133,Fred Zinnemann
1600000,Western,en,5400000,103.0,7.1,61,John Ford
0,Drama Music,en,0,102.0,6.0,24,Brad J. Silverman
0,Comedy Drama,en,6033999,84.0,6.3,3,Dave Meyers
0,Drama Crime Thriller,en,2592808,0.0,4.3,4,David M. Matthews
0,Drama Comedy Romance,ar,0,96.0,6.8,52,Nadine Labaki
0,Thriller Horror,en,0,92.0,4.6,55,Llu\u00eds Qu\u00edlez
0,Drama Romance,he,0,114.0,7.6,20,Eytan Fox
1600000,Crime Drama Mystery,en,4420000,113.0,7.5,372,Francis Ford Coppola
0,Romance,hi,0,0.0,0.0,0,Romesh Sharma
0,Crime Drama Romance,fr,0,123.0,6.7,32,Fran\u00e7ois Truffaut
0,Drama Mystery,en,0,111.0,6.5,2,Adam Goldberg
0,Horror,en,0,99.0,4.4,111,Travis Zariwny
2000000,Comedy,en,22179430,108.0,6.7,129,Adrienne Shelly
1500000,Action,en,11806119,92.0,6.6,363,Newt Arnold
1500000,Comedy Drama,en,9600000,129.0,7.9,241,Frank Capra
1500000,Drama Crime,en,7412216,91.0,6.8,279,Larry Clark
1500000,Comedy Drama,en,11098131,81.0,6.9,226,Noah Baumbach
1000000,Comedy,en,10013424,97.0,5.9,48,Charles Herman-Wurmfeld
17000000,Action Drama,en,0,90.0,4.5,99,John Stockwell
