budget,genres,original_language,popularity,production_companies,production_countries,revenue,runtime,spoken_languages,vote_average,vote_count,cast,director
14000000,Action Adventure Drama,en,3.419685,"[{""name"": ""Alex Entertainment Inc."", ""id"": 50893}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.6,37,Jake Gyllenhaal Selma Blair Jared Leto John C. McGinley Jeremy Piven,James Cox
2000000,Comedy Crime,en,5.100741,"[{""name"": ""Deviant Films"", ""id"": 3265}, {""name"": ""Morocco Junction Pictures"", ""id"": 68079}, {""name"": ""1812 Productions"", ""id"": 68080}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.7,50,Matt Lucas Juno Temple James Caan Dolph Lundgren Billy Crystal,Jonas \u00c5kerlund
0,Comedy,en,2.253589,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.7,45,Glenn Howerton Steve Little Ben Schwartz Adrianne Palicki Josh Groban,Brad Copeland
0,Comedy Fantasy Music,en,0.209475,[],[],0,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.6,8,Will Keenan Creed Bratton De Anna Joy Brooks Reggie Bannister Jed Rowen,Paul Bunnell
0,Comedy Drama,en,3.613577,"[{""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Touchy Feely Films"", ""id"": 5161}, {""name"": ""GreenStreet Films"", ""id"": 12936}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.3,36,Paul Rudd Paul Giamatti Sally Hawkins Peter Hermann Michael Drayer,Phil Morrison
0,Mystery Horror History,de,1.296784,"[{""name"": ""Constantin Film Produktion"", ""id"": 5755}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",0,85.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",6.3,12,Lex Barker Christopher Lee Karin Dor Carl Lange Christiane R\u00fccker,Harald Reinl
7000000,Comedy Drama,en,4.5082900000000015,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""The Group Films"", ""id"": 13621}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.2,46,Anna Paquin Ryan Phillippe Luke Wilson Powers Boothe Riley Thomas Stewart,James Cox
0,Comedy Music,en,8.902102000000003,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Melvin Frank Production"", ""id"": 14897}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.1,24,Zero Mostel Phil Silvers Buster Keaton Michael Crawford Jack Gilford,Richard Lester
0,Documentary,en,1.619635,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.9,10,Michael Moore Eddie Vedder Robert Ellis Orrall Steve Earle Celeste Zappala,Michael Moore
0,Action Adventure History Western,en,1.002585,"[{""name"": ""Silver Sail Entertainment"", ""id"": 42037}, {""name"": ""4Go West Productions"", ""id"": 94551}, {""name"": ""Flatiron Pictures"", ""id"": 94552}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",3.9,8,Eric Balfour Lou Taylor Pucci Henry Thomas James Lafferty Summer Glau,Tanner Beard
0,Science Fiction Comedy,en,1.332804,"[{""name"": ""Splendid Film"", ""id"": 8146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",4.2,35,Tim Ogletree Troy Ogletree Dave Sheridan Joey Oglesby Sophia Taylor Ali,Scott Dow
2000000,Thriller Mystery Horror Drama,en,2.00163,"[{""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""AliBella Pictures"", ""id"": 61372}, {""name"": ""Bystander Films"", ""id"": 61373}, {""name"": ""Management Production Entertainment (MPE)"", ""id"": 61374}, {""name"": ""Mangrove Media"", ""id"": 61375}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",4.4,24,Bella Heathcote Lucas Till Helen Slater Penelope Mitchell Mark L. Young,Derick Martini
2000000,Thriller,en,1.187764,"[{""name"": ""FLF Films"", ""id"": 36684}, {""name"": ""Bottom Line Entertainment"", ""id"": 36685}, {""name"": ""Parkside Pictures"", ""id"": 56696}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",4.4,19,Dolph Lundgren James Chalke Sara Malakul Lane Michael Aaron Milligan Ibrahim Renno Jr.,Jerry Dugan
19000000,Crime Drama,en,6.463806,"[{""name"": ""Hemdale Film"", ""id"": 3952}, {""name"": ""Island"", ""id"": 3953}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.7,59,Crispin Glover Keanu Reeves Ione Skye Daniel Roebuck Dennis Hopper,Tim Hunter
0,Fantasy Drama Science Fiction,en,1.980265,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.7,24,James Woods Nick Nolte Claire Forlani Daryl Hannah Douglas Sebern,Michael Polish
1950000,Thriller Action,en,3.6961230000000014,"[{""name"": ""WWE Studios"", ""id"": 10339}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.8,49,Mike Mizanin Melissa Roxburgh Josh Blacker Matthew MacCaull Paul McGillion,William Kaufman
1987650,Drama Thriller Mystery,en,32.841229,"[{""name"": ""Studio 37"", ""id"": 2577}, {""name"": ""Versus Entertainment"", ""id"": 11564}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Dark Trick Films"", ""id"": 11566}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",19152480,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.6,827,Ryan Reynolds Jos\u00e9 Luis Garc\u00eda P\u00e9rez Robert Paterson Stephen Tobolowsky Samantha Mathis,Rodrigo Cort\u00e9s
0,Drama Comedy Romance,en,8.518866000000001,"[{""name"": ""Film4"", ""id"": 9349}, {""name"": ""Film Agency for Wales"", ""id"": 12177}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""Warp (Submarine)"", ""id"": 12179}, {""name"": ""Warp Films"", ""id"": 12180}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",864659,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.4,443,Craig Roberts Sally Hawkins Paddy Considine Noah Taylor Gemma Chan,Richard Ayoade
0,Documentary Drama History,ar,4.892203,"[{""name"": ""Roast Beef Productions"", ""id"": 7266}, {""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""Noujaim Films"", ""id"": 27197}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""EG"", ""name"": ""Egypt""}]",0,88.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",7.8,55,Khalid Abdalla Dina Abdullah Dina Amer Magdy Ashour Ramy Essam,Jehane Noujaim
0,Drama,fr,4.665026,"[{""name"": ""R\u00e9gion Provence C\u00f4te d'Azur"", ""id"": 2318}, {""name"": ""La Fabrique de Films"", ""id"": 2673}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Toloda"", ""id"": 9011}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Soficin\u00e9ma 2"", ""id"": 21083}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",0,95.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",5.8,12,Lizzie Brocher\u00e9 Arthur Dupont Guillaume Bach\u00e9 Pierre Perrier Nicolas Nollet,Jean-Marc Barr
0,Drama Music,hi,1.294967,"[{""name"": ""UTV Motion Pictures"", ""id"": 2320}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",222000,160.0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",5.6,10,Prabhu Deva Ganesh Acharya Kay Kay Menon Lauren Gottlieb Salman Yusuff Khan,Remo D'Souza
0,Thriller Documentary Crime History,en,14.331992,"[{""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Red Box Films"", ""id"": 12840}, {""name"": ""Discovery Films"", ""id"": 21673}, {""name"": ""BBC Storyville"", ""id"": 50510}, {""name"": ""Wall to Wall"", ""id"": 50511}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2957978,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",7.5,275,Philippe Petit Jean Fran\u00e7ois Heckel Jean-Louis Blondeau Annie Allix David Forman,James Marsh
0,Drama Thriller,en,3.068463,"[{""name"": ""Making Movies"", ""id"": 71702}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}]",0,82.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.8,27,Dominic Purcell Peter Feeney Owen Black Siobhan Marshall Serena Cotton,John Laing
1900000,Drama,en,1.367751,[],[],0,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.9,21,Keke Palmer Cory Hardrict Eric D. Hill Jr. Quincy Brown Nafessa Williams,Jamal Hill
1800000,Horror Drama Thriller,en,14.838985999999998,"[{""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Arcade Pictures"", ""id"": 11112}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",67738090,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.6,328,Ashley Bell Patrick Fabian Iris Bahr Louis Herthum Caleb Landry Jones,Daniel Stamm
0,Drama,en,1.950959,"[{""name"": ""Ecosse Films"", ""id"": 1267}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""Aver Media"", ""id"": 91542}, {""name"": ""North West Vision"", ""id"": 91543}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.2,244,Aaron Taylor-Johnson Anne-Marie Duff Kristin Scott Thomas David Threlfall David Morrissey,Sam Taylor-Johnson
1800000,Drama,en,14.884756,"[{""name"": ""Charles K. Feldman Group"", ""id"": 1317}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8000000,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.6,281,Vivien Leigh Marlon Brando Kim Hunter Karl Malden Rudy Bond,Elia Kazan
1800000,Drama Comedy War,en,41.996783,"[{""name"": ""Hawk Films"", ""id"": 88}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9440272,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",8.0,1442,Peter Sellers George C. Scott Sterling Hayden Keenan Wynn Slim Pickens,Stanley Kubrick
1800000,Drama Romance,es,2.179428,"[{""name"": ""Instituto Mexicano de Cinematograf\u00eda"", ""id"": 299}, {""name"": ""Alameda Films"", ""id"": 300}, {""name"": ""Cinecolor-M\u00e9xico"", ""id"": 301}, {""name"": ""Cinecolor-Argentina"", ""id"": 303}, {""name"": ""Artcam y Fonds Sud Cin\u00e9ma"", ""id"": 304}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",0,118.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",6.2,36,Gael Garc\u00eda Bernal Ana Claudia Talanc\u00f3n Sancho Gracia Ang\u00e9lica Arag\u00f3n Ernesto G\u00f3mez Cruz,Carlos Carrera
1800000,Drama Fantasy,en,12.471239,"[{""name"": ""Journeyman Pictures"", ""id"": 2291}, {""name"": ""Court 13 Pictures"", ""id"": 6714}, {""name"": ""Cinereach"", ""id"": 12219}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21107746,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.8,403,Quvenzhan\u00e9 Wallis Dwight Henry Levy Easterly Gina Montana Lowell Landes,Benh Zeitlin
1700000,Action Science Fiction,en,13.315383,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Apjac International"", ""id"": 22542}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8844595,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,215,Roddy McDowall Natalie Trundy Austin Stoker Severn Darden Claude Akins,J. Lee Thompson
0,Drama Music,en,3.363321,"[{""name"": ""Rigas Entertainment"", ""id"": 64673}, {""name"": ""ErgoArts"", ""id"": 64674}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.6,9,Janet McTeer Michael Davis Michael Goodwin Gregory Russell Cook Jane Adams,Maggie Greenwald
2000000,Drama Thriller,en,1.6991009999999998,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",841733,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.3,14,Vera Farmiga Donna Murphy Dagmara Domi\u0144czyk John Hawkes Joshua Leonard,Vera Farmiga
0,Comedy Romance,ta,0.320387,"[{""name"": ""Nic Arts"", ""id"": 11831}, {""name"": ""Simbu Cine Arts"", ""id"": 82002}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",0,155.0,"[{""iso_639_1"": ""ta"", ""name"": ""\u0ba4\u0bae\u0bbf\u0bb4\u0bcd""}]",6.7,5,Silambarasan Hansika Motwani Santhanam VTV Ganesh Brahmanandam,Vijay Chandar
0,Comedy Documentary,en,0.692497,"[{""name"": ""Snoot Entertainment"", ""id"": 15159}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",621951,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.4,88,Morgan Spurlock Peter Berg Paul Brennan Ralph Nader Brett Ratner,Morgan Spurlock
0,Comedy,en,0.023436,[],[],0,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,12,Eric Christmas Harper Roisman Steve Buscemi Sam Jenkins Ned Beatty,Jonathan Wacks
0,Adventure Drama Foreign,en,0.749699,"[{""name"": ""Prayer Flag Pictures"", ""id"": 72591}]","[{""iso_3166_1"": ""BT"", ""name"": ""Bhutan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",0,108.0,"[{""iso_639_1"": ""dz"", ""name"": """"}]",6.8,9,Tshewang Dendup Sonam Lhamo Lhakpa Dorji Deki Yangzom Sonam Kinga,Khyentse Norbu
1800000,Western,en,11.756943,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6800000,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.7,192,Clint Eastwood Inger Stevens Ed Begley Pat Hingle Ben Johnson,Ted Post
0,Crime Drama,en,0.225627,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",6.9,17,Humphrey Bogart Ethel Barrymore Kim Hunter Ed Begley Warren Stevens,Richard Brooks
0,Horror Thriller,en,6.833164,"[{""name"": ""Raw Feed"", ""id"": 3295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.3,33,Tom Cavanagh Jeffrey Anderson-Gunter Cas Anvar Paget Brewster Jordi Caballero,Tony Krantz
0,Thriller Comedy Horror,en,0.060127,[],[],0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",0.0,0,Joey Kern Luke Edwards Bree Williamson Brad Greenquist Perry Laylon Ojeda,Mitchell Altieri
1800000,Action Science Fiction,en,1.959405,"[{""name"": ""Independence Day Productions"", ""id"": 62511}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",0,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",4.2,22,Casey Dubois Iain Belcher Andrea Brooks Nicholas Carella Emily Holmes,W.D. Hogan
1800000,Comedy Romance,en,0.21544,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.0,4,Stacey Dash Reagan Gomez-Preston Wesley Jonathan Persia White Jason Weaver,Corey Grant
1530000,Action Drama Thriller,de,27.36562,"[{""name"": ""X-Filme Creative Pool"", ""id"": 1972}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",7267585,81.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",7.2,664,Franka Potente Moritz Bleibtreu Herbert Knaup Nina Petri Armin Rohde,Tom Tykwer
500000,Drama Horror Thriller Romance,en,8.650779,"[{""name"": ""A Loopy Production LLC"", ""id"": 29693}, {""name"": ""2 Loop Films"", ""id"": 29694}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",150277,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.3,152,Angela Bettis Jeremy Sisto Anna Faris James Duval Nichole Hiltz,Lucky McKee
1493619,Adventure Family,en,2.492747,"[{""name"": ""Against the Wild Films"", ""id"": 26343}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",4.9,19,Natasha Henstridge CJ Adams Erin Pitt Ted Whittall Rainbow Francks,Richard Boddington
0,Drama,es,2.756435,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Fidecine"", ""id"": 16116}, {""name"": ""Creando Films"", ""id"": 89636}, {""name"": ""Potomac Pictures"", ""id"": 89637}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",23311391,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",7.0,28,Kate del Castillo Adri\u00e1n Alonso Barona Eugenio Derbez America Ferrera Angelina Pel\u00e1ez,Patricia Riggen
1700000,Action Science Fiction,en,18.828683,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""APJAC Productions"", ""id"": 12943}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9700000,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.1,236,Roddy McDowall Don Murray Ricardo Montalban Hari Rhodes Severn Darden,J. Lee Thompson
1700000,Drama Thriller,en,6.9796380000000005,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""GreeneStreet/SKE Films"", ""id"": 842}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,130.0,"[{""iso_639_1"": ""sh"", ""name"": """"}, {""iso_639_1"": ""en"", ""name"": ""English""}]",6.4,89,Tom Wilkinson Sissy Spacek Nick Stahl Marisa Tomei William Mapother,Todd Field
2000000,Thriller Crime Horror,en,26.281839,"[{""name"": ""Anchor Bay Films"", ""id"": 5860}, {""name"": ""Cinetel Films"", ""id"": 10399}, {""name"": ""Family of the Year Productions"", ""id"": 21624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",572809,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.3,519,Sarah Butler Daniel Franzese Chad Lindberg Jeff Branson Rodney Eastman,Steven R. Monroe
1700000,Comedy Crime,en,2.079125,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Marked Entertainment"", ""id"": 16833}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1943649,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,39,Steve Zahn William H. Macy Jeremy Northam Ally Walker Ron Perlman,Mark Illsley
0,Drama Thriller Romance,en,3.939753,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.0,59,Natalie Press Emily Blunt Paddy Considine Dean Andrews,Pawe\u0142 Pawlikowski
1000000,Drama Romance,hi,14.017809,"[{""name"": ""UTV Motion Pictures"", ""id"": 2320}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",4235151,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",7.3,221,Irrfan Khan Nimrat Kaur Nawazuddin Siddiqui Denzil Smith Bharati Achrekar,Ritesh Batra
0,Drama Romance,en,3.677831,"[{""name"": ""GreeneStreet Films"", ""id"": 2152}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Studio Fierberg"", ""id"": 14731}, {""name"": ""Adventure Pictures"", ""id"": 36765}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.9,7,Joan Allen Simon Abkarian Sam Neill Shirley Henderson Stephanie Leonidas,Sally Potter
1644736,Comedy Romance,en,3.426314,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7433101,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",7.2,79,Jean Arthur Lionel Barrymore James Stewart Edward Arnold Mischa Auer,Frank Capra
1650000,War Drama Romance,en,6.915201,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30500000,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.2,133,Burt Lancaster Montgomery Clift Deborah Kerr Donna Reed Frank Sinatra,Fred Zinnemann
1600000,Western,en,8.535178,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5400000,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.1,61,"John Wayne Joanne Dru John Agar Ben Johnson Harry Carey, Jr.",John Ford
0,Drama Music,en,2.160586,"[{""name"": ""Coram Deo Studios"", ""id"": 30270}, {""name"": ""Birchwood Pictures"", ""id"": 30271}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.0,24,AJ Michalka James Denton Kevin Pollak Shawnee Smith Michael Welch,Brad J. Silverman
0,Comedy Drama,en,0.796009,"[{""name"": ""No Limit Films"", ""id"": 16718}, {""name"": ""Shooting Star Pictures"", ""id"": 40648}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6033999,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.3,3,Eddie Griffin Master P Amie Petersen Frank Sivero Daphn\u00e9e Duplaix Samuel,Dave Meyers
0,Drama Crime Thriller,en,0.1345599999999999,[],[],2592808,0.0,[],4.3,4,Cordell Moore Essence Atkins Denise Boutte Tempestt Bledsoe Lamman Rucker,David M. Matthews
0,Drama Comedy Romance,ar,4.554574,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Les Films des Tournelles"", ""id"": 2280}, {""name"": ""Les Films de Beyrouth"", ""id"": 2281}, {""name"": ""Roissy Films"", ""id"": 2282}, {""name"": ""Sunnyland"", ""id"": 2283}, {""name"": ""Arte France Cin\u00e9ma"", ""id"": 6916}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Fonds Sud Cin\u00e9ma"", ""id"": 22625}, {""name"": ""Minist\u00e8re de la Culture et de la Communication"", ""id"": 25818}, {""name"": ""Minist\u00e8re des Affaires \u00e9trang\u00e8res et du D\u00e9veloppement International"", ""id"": 72598}, {""name"": ""Cin\u00e9fondation"", ""id"": 77292}, {""name"": ""Minist\u00e8re Libanais de la Culture"", ""id"": 78994}]","[{""iso_3166_1"": ""LB"", ""name"": ""Lebanon""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",0,96.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",6.8,52,Nadine Labaki Yasmine Al Massri Joanna Moukarzel Gis\u00e8le Aouad Adel Karam,Nadine Labaki
0,Thriller Horror,en,3.215465,"[{""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Dynamo"", ""id"": 7062}, {""name"": ""Apaches Entertainment"", ""id"": 8111}, {""name"": ""XYZ Films"", ""id"": 12142}, {""name"": ""Cactus Flower Producciones"", ""id"": 44210}, {""name"": ""Fast Producciones"", ""id"": 44211}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CO"", ""name"": ""Colombia""}]",0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",4.6,55,Julia Stiles Scott Speedman Stephen Rea Alejandro Furth Pixie Davies,Llu\u00eds Qu\u00edlez
